header,class,mechanism,group
MLS|ErmG|M15332|672-1406|735|MLS|23S_rRNA_methyltransferases|ERMG,MLS,23S rRNA methyltransferases,ERMG
gi|751813263|gb|KM979380.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Flq|KJ415247.1|gene1|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
Gly|VanA-A_1_FJ866609|Glycopeptides|VanA-type_resistance_protein|VANA,Glycopeptides,VanA-type resistance protein,VANA
CARD|phgb|FJ349556|1672-2785|ARO:3002939|vanSM|Glycopeptides|VanM-type_regulator|VANSM,Glycopeptides,VanM-type regulator,VANSM
AGly|Aac6-32|EF614235|2247-2801|555|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|KJ461948.1|gene1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
304|unknown_id|unknown_name|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET35,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET35
AGly|AY139603.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Bla|TEM-132|AY491682|1-861|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|KF976462|111558-112122|ARO:3003011|dfrA10|Trimethoprim|Dihydrofolate_reductase|DFRA,Trimethoprim,Dihydrofolate reductase,DFRA
gi|270266459|gb|GU186044.1|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
Bla|TEM-89|AY039040|189-1022|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
1570|LC031883.1|LC031883|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MLS|vgaA_2_FN546261|MLS|ABC_transporter|VGA,MLS,ABC transporter,VGA
gi|728678245|gb|KP081315.1|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
gi|14588992|emb|AJ277415.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|SHV-11_8_GQ387358|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1507|unknown_id|unknown_name|MLS|Macrolide_phosphotransferases|MPHE,MLS,Macrolide phosphotransferases,MPHE
Bla|OXA-51_3_EU255296|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
MLS|ermB_17_X64695|MLS|23S_rRNA_methyltransferases|ERMB,MLS,23S rRNA methyltransferases,ERMB
Flq|NC_007622.3794239|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
CARD|pvgb|AF335467|36-1164|ARO:3003385|Enterobacter|Multi-drug_resistance|MDR_mutant_porin_proteins|omp36|RequiresSNPConfirmation,Multi-drug resistance,MDR mutant porin proteins,omp36
Bla|CMY-57|HQ285243|1-1146|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|LEN-7|AJ635425|1-789|789|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
AGly|AF043381.1|gene2|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|TEM-45_1_X95401|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|OXA-169|HM488990|1-822|822|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|MECA|AB221124|91-2097|2007|betalactams|Penicillin_binding_protein|MECA,betalactams,Penicillin binding protein,MECA
gi|694179061|gb|KM211510.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
17|AJ252200.1|AJ252200|Multi-drug_resistance|Multi-drug_efflux_pumps|cme,Multi-drug resistance,Multi-drug efflux pumps,cme
Bla|OXY2-1|AJ871866|1-873|873|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
gi|698174169|gb|KM087839.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
AGly|AY138986.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
gi|388564855|gb|JQ733578.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
1440|AY489045.1|AY489045|Glycopeptides|VanD-type_resistance_protein|VANXD,Glycopeptides,VanD-type resistance protein,VANXD
Bla|OXY5-2|AJ871871|1-873|873|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
Bla|KF986263.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|SHV-1_18_FJ668818|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|SHV-161|JX121128|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|DQ435306.1|orf0|gene|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRA,Fluoroquinolones,Quinolone resistance protein Qnr,QNRA
CARD|phgb|U46859|24294-25527|ARO:3003048|rosA|Cationic_antimicrobial_peptides|Cationic_antimicrobial_peptide_efflux_pumps|rosA,Cationic antimicrobial peptides,Cationic antimicrobial peptide efflux pumps,rosA
Flq|KF730651.1|gene1|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS
Sul|sul1_15_EF667294|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
gi|698174157|gb|KM087833.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
Sul|sul1_3_EU855787|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
MLS|ermC_16_AF019140|MLS|23S_rRNA_methyltransferases|ERMC,MLS,23S rRNA methyltransferases,ERMC
CARD|phgb|AY487229|2152-2893|ARO:3000602|Erm39|MLS|23S_rRNA_methyltransferases|ERM,MLS,23S rRNA methyltransferases,ERM
gi|20805893|gb|AF506748.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|pvgb|NC_002695|4990140-4994169|ARO:3003288|Escherichia|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
Bla|LEN-2|AY037780|286-1125|861|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Bla|FJ666069.1|gene1|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
gi|401871184|gb|JX121130.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|JQ724542|174-1050|ARO:3001984|CTX-M-125|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
1148|EU427302.2|EU427302|betalactams|Class_C_betalactamases|MIR,betalactams,Class C betalactamases,MIR
ENA|merT|BAA20335|BAA20335.2Pseudomonassp.K-62mercurictransportprotein:Location:1..351,Mercury resistance,mercuric resistance protein,merT
482|AY077733.1|AY077733|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|2959389|emb|Y16785.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|OXA-245|JX438001|1-798|798|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
MLS|LnuF|EU118119|1030-1851|822|MLS|Lincosamide_nucleotidyltransferases|LNUF,MLS,Lincosamide nucleotidyltransferases,LNUF
ENA|ebrB|BAA88576|BAA88576.1BacillussubtilisEbrB:Location:1..357,Biocide resistance,biocide efflux pump,ebrB
gi|94960152|gb|DQ519089.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CMY-73|GQ351345|1-1146|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Met|NimI_1_FJ940886|Metronidazole|nim_nitroimidazole_reductase|NIMI,Metronidazole,nim nitroimidazole reductase,NIMI
Bla|OXY2-10|FJ785626|132-1004|873|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
gi|562889820|gb|KF585144.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Gly|VanR-D_2_AF175293|Glycopeptides|VanD-type_regulator|VANRD,Glycopeptides,VanD-type regulator,VANRD
Bla|GES-22|JX023441|38-901|864|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
Mdr|NC_002516.2.882885|Multi-drug_resistance|Multi-drug_efflux_pumps|OPRN,Multi-drug resistance,Multi-drug efflux pumps,OPRN
Bla|SHV-5_6_EF653399|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
AGly|AadA11|AJ567827|1-792|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
CARD|phgb|AF441287|260-1007|ARO:3000844|TUS-1|betalactams|Class_B_betalactamases|TUS,betalactams,Class B betalactamases,TUS
333|AY509111.1|AY509111|Multi-drug_resistance|Multi-drug_efflux_pumps|DRRA,Multi-drug resistance,Multi-drug efflux pumps,DRRA
Bla|LCR-1|betalactams|Class_D_betalactamases|LCR1,betalactams,Class D betalactamases,LCR1
267|Z12001.1|Z12001|Phenicol|Phenicol_efflux_pumps|CMRA,Phenicol,Phenicol efflux pumps,CMRA
Bla|CTX-M-13_2_AF252623|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Flq|CP004022.1|gene2480|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
ENA|arsA|AAB09626|AAB09626.1PlasmidR46ArsA,Metal resistance,metal efflux pump,arsA
ENA|corC|AAC36474|AAC36474.1Salmonellaentericasubsp.entericaserovarTyphimuriumintegralmembraneproteinCorC,Metal resistance,metal resistance protein,corC
ENA|merP|AAC38219|AAC38219.1PseudomonasstutzeriMerP:Location:1..276,Mercury resistance,mercuric resistance protein,merP
858|L06156.1|PROAAC2IA|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC2-PRIME
Sul|NC_010410.6003232|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
CARD|phgb|L20573|1317-1944|ARO:3002988|bcrB|Bacitracin|Bacitracin_ABC_transporter|BCRB,Bacitracin,Bacitracin ABC transporter,BCRB
MLS|ermT_2_AY894138|MLS|23S_rRNA_methyltransferases|ERMT,MLS,23S rRNA methyltransferases,ERMT
Sul|sul1_21_AJ971344|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Bla|SHV-11_14_DQ219474|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|61661221|gb|AY949202.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
457|AF310956.2|AF310956|Glycopeptides|VanB-type_resistance_protein|VANB,Glycopeptides,VanB-type resistance protein,VANB
gi|595583473|gb|KF992025.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Flq|CP001581.1|gene7|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
gi|223635894|emb|AM941846.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1898|AM932669.1|AM932669|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Sul|sul1_18_AY260546|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
MLS|ermB_18_X66468|MLS|23S_rRNA_methyltransferases|ERMB,MLS,23S rRNA methyltransferases,ERMB
1036|KC149527.1|KC149527|betalactams|Class_B_betalactamases|NDM,betalactams,Class B betalactamases,NDM
Bla|OXY6-1|AJ871873|1-876|876|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
Bla|OXA-332_1_KF203106|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
ENA|dsbA|AAC43528|AAC43528.1Escherichiacolithiol:disulfideinterchangeproteinDsbAmutantPH31/32ST:Location:1..627,Metal resistance,metal efflux regulator,dsbA
Bla|FJ785625.1|gene1|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
Bla|AL513383.1|gene195|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|pvgb|AL009126|916777-919348|ARO:3003324|Bacillus|Lipopeptides|Phosphotidylglycerol_lysyltransferase|MPRF|RequiresSNPConfirmation,Lipopeptides,Phosphotidylglycerol lysyltransferase,MPRF
Bla|CTX-M-82_1_DQ256091|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
1656|AY920928.1|AY920928|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
gi|388327216|gb|JQ838185.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
944|X74948.1|X74948|Phenicol|Chloramphenicol_acetyltransferases|CATP,Phenicol,Chloramphenicol acetyltransferases,CATP
Flq|AM180355.1|gene6|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
gi|283465830|emb|FN546177.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|698174161|gb|KM087835.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
Bla|AY077483.1|gene1|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
CARD|phgb|HQ833652|235-1111|ARO:3001963|CTX-M-104|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Mdr|AY661734.1|gene2|Multi-drug_resistance|Multi-drug_efflux_pumps|MEPA,Multi-drug resistance,Multi-drug efflux pumps,MEPA
Bla|ZEG-1|AY265891|1-1013|1013|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
MLS|ermT_4_AJ488494|MLS|23S_rRNA_methyltransferases|ERMT,MLS,23S rRNA methyltransferases,ERMT
Bla|OXA-232_1_JX423831|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|OXA-132|EU547447|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|327397924|gb|HQ342889.1|betalactams|Class_A_betalactamases|KPC,betalactams,Class A betalactamases,KPC
Flq|NC_002953.2863526|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Bla|OXA-51_4_EU25595|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|AE004091.2|4120468-4121107|ARO:3003710|mexL|Multi-drug_resistance|MDR_regulator|MEXL,Multi-drug resistance,MDR regulator,MEXL
Bla|OXA-51_7_EU255292|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Met|nimI_1_FJ940884|Metronidazole|nim_nitroimidazole_reductase|NIMI,Metronidazole,nim nitroimidazole reductase,NIMI
ENA|pcoE|CAA58532|CAA58532.1Escherichiacolihypotheticalprotein:Location:1..435,Metal resistance,metal efflux protein,pcoE
gi|694179059|gb|KM211509.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|NC_008702.1.4607594|betalactams|Mutant_porin_proteins|OMPR,betalactams,Mutant porin proteins,OMPR
Bla|OCA-114_4_HM104633|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
AGly|AM283490.1|gene4|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|OXA-141|EF552405|13-840|828|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
906|AJ628983.2|AJ628983|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
gi|591542958|gb|KJ207209.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
ENA|mco|AAQ17236|AAQ17236.1Staphylococcusaureusputativecopperoxidase,Metal resistance,metal resistance protein,mco
CARD|pvgb|NC_007795|2155375-2156860|ARO:3003074|Staphylococcus|Lipopeptides|Daptomycin-resistant_cls|CLS|RequiresSNPConfirmation,Lipopeptides,Daptomycin-resistant cls,CLS
gi|530540024|gb|KF361506.1|betalactams|Class_B_betalactamases|NDM,betalactams,Class B betalactamases,NDM
Sul|AE000516.2|gene1302|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
CARD|phgb|AP009048|2165012-2166416|ARO:3000829|baeS|Multi-drug_resistance|MDR_regulator|BAES,Multi-drug resistance,MDR regulator,BAES
1161|FR748153.1|FR748153|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
Bla|OXA-175|HM113561|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|AY339625|3640-4786|ARO:3002024|CMY-13|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|AF252622|1740-2616|ARO:3001877|CTX-M-14|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Flq|CP003248.2|gene6|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Tet|tet40_1_FJ158002|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40
ENA|silR|AAD11745|AAD11745.1Salmonellaentericasubsp.entericaserovarTyphimuriumputativetranscriptionalregulatorresponderSilR:Location:1..687,Silver resistance,silver RND efflux regulator,silR
Bla|TEM-168|FJ919776|209-1069|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
ENA|chrA|AAA88432|AAA88432.1Pseudomonasaeruginosachromatetransportprotein,Chromium resistance,chromate efflux pump,chrA
gi|84782428|gb|DQ335566.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|698174215|gb|KM087862.1|betalactams|Class_C_betalactamases|MIR,betalactams,Class C betalactamases,MIR
ACou|NC_002951.3236245|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
Bla|OKP-B-14|DQ149136|47-907|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
CARD|pvgb|NC_007779|3172159-3174052|ARO:3003316|Escherichia|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|parE|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,parE
CARD|pvgb|CP003583|1050805-1052287|ARO:3003092|Enterococcus|Lipopeptides|Daptomycin-resistant_cls|CLS|RequiresSNPConfirmation,Lipopeptides,Daptomycin-resistant cls,CLS
CARD|phgb|AB219523.1|1175-4286|ARO:3003705|mexN|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXN,Multi-drug resistance,Multi-drug efflux pumps,MEXN
552|EU503121.1|EU503121|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|SHV-45_1_AF547625|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Gly|VanH-A|FJ86609|3762-4730|969|Glycopeptides|VanA-type_resistance_protein|VANHA,Glycopeptides,VanA-type resistance protein,VANHA
Bla|cphA1_7_X57102|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA
Tet|tetW_5_AJ427421|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW
Flq|NC_010410.6003198|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
Bla|CTX-M-110|JF274242|1-877|877|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|SHV-75|AM176550|31-891|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|QnrB36|JN173058|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
1849|AF156486.1|AF156486|Phenicol|Phenicol_efflux_pumps|CML,Phenicol,Phenicol efflux pumps,CML
gi|675278057|gb|KJ911020.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
932|L06157.1|PSEAAC3IB|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3-PRIME
610|Y18050.2|Y18050|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
gi|158634583|gb|EU086834.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
